Date,Time (UTC),Exchange,Symbol,Side,Quantity,Price,Total USD,Fee (est.),Net Amount,Order ID,Mode,Notes
,,,,,,,,,,,"NOTE","Hey, if you're at this stage of the video, you must be enjoying it... perhaps you could hit subscribe now? :)"
2026-05-31,15:38:47,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-05-31,15:43:46,Delta Exchange India,ADAUSD,SHORT,171.013254,0.23,40.00,0.0400,39.96,,LIVE,Strategy 3,"Error: Delta Exchange order failed: {"error":{"code":"ip_not_whitelisted_for_api_key","context":{"client_ip":"47.15.245.112"}},"success":false}"
2026-05-31,15:48:46,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-05-31,15:53:47,Delta Exchange India,ADAUSD,SHORT,170.940171,0.23,40.00,0.0400,39.96,,LIVE,Strategy 3,"Error: Delta Exchange order failed: {"error":{"code":"ip_not_whitelisted_for_api_key","context":{"client_ip":"47.15.245.112"}},"success":false}"
2026-05-31,15:58:46,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-05-31,16:03:47,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-05-31,16:08:47,Delta Exchange India,ADAUSD,SHORT,171.306210,0.23,40.00,0.0400,39.96,,LIVE,Strategy 3,"Error: Delta Exchange order failed: {"error":{"code":"ip_not_whitelisted_for_api_key","context":{"client_ip":"47.15.245.112"}},"success":false}"
2026-05-31,16:13:47,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-05-31,16:18:47,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,06:54:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,06:59:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:04:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:09:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:14:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:19:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:24:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:29:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:34:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:39:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:44:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:49:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:54:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,07:59:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:04:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:09:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:14:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:19:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:24:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:29:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:34:07,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:39:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:44:08,Delta Exchange India,ADAUSD,,,0.23,,,,BLOCKED,BLOCKED,N/A,"Failed conditions"
2026-06-01,08:49:08,Delta Exchange India,ADAUSD,SHORT,173.160173,0.23,40.00,0.0400,39.96,,LIVE,Strategy 3,"Error: Delta Exchange order failed: {"error":{"code":"ip_not_whitelisted_for_api_key","context":{"client_ip":"47.15.242.156"}},"success":false}"
